ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Contactset_ID,Respondent
set32-DKN0b,set32-F,DKN0b,1850-1900,,"Ceremonial gatherings became less common in the 20th century, so the period of greatest interaction regarding ritual knowledge would have been prior to this. The earliest documentation dates to the middle of the 19th century, so this serves as a de facto endpoint for the time frame.",,set32,Hannah Haynie
set33-DKN0b,set33-F,DKN0b,?,,,,set33,Anna Berge
set34-DKN0b,set34-F,DKN0b,"[Hard to estimate. Probably in the begining of the contact period, during the ming Dynasty.]",,,,set34,Erika Sandman
set02-DKN0bN0,set02-F,DKN0bN0,1000,,,,set02,Mathias Jenny
set02-DKN0bN1,set02-F,DKN0bN1,2020,,,,set02,Mathias Jenny
set05-DKN0bN0,set05-F,DKN0bN0,1890,,,,set05,Ellen Smith-Dennis
set05-DKN0bN1,set05-F,DKN0bN1,1915,,,,set05,Ellen Smith-Dennis
set06a-DKN0bN0,set06a-F,DKN0bN0,1200,,,,set06a,Joseph M Brincat
set06a-DKN0bN1,set06a-F,DKN0bN1,1700,,,,set06a,Joseph M Brincat
set07-DKN0bN0,set07-F,DKN0bN0,1930,,,,set07,Admire Phiri
set07-DKN0bN1,set07-F,DKN0bN1,2020,,,,set07,Admire Phiri
set09-DKN0bN0,set09-F,DKN0bN0,1962,,,,set09,Lameen Souag
set09-DKN0bN1,set09-F,DKN0bN1,2020,,,,set09,Lameen Souag
set10-DKN0bN0,set10-F,DKN0bN0,1950,,,,set10,Anonymous
set10-DKN0bN1,set10-F,DKN0bN1,2020,,,,set10,Anonymous
set12-DKN0bN0,set12-F,DKN0bN0,1000,,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set12-DKN0bN1,set12-F,DKN0bN1,2020,,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set15-DKN0bN0,set15-F,DKN0bN0,1020,,,,set15,Bruno Olsson
set15-DKN0bN1,set15-F,DKN0bN1,2020,,,,set15,Bruno Olsson
set17-DKN0bN0,set17-F,DKN0bN0,1960,,,,set17,Rosnátaly Avelino
set17-DKN0bN1,set17-F,DKN0bN1,2020,,,,set17,Rosnátaly Avelino
set18-DKN0bN0,set18-F,DKN0bN0,1600,,,,set18,Ruth Singer
set18-DKN0bN1,set18-F,DKN0bN1,1800,,,,set18,Ruth Singer
set19-DKN0bN0,set19-F,DKN0bN0,1650,,,,set19,Francesca Moro & Yunus Sulistyono
set19-DKN0bN1,set19-F,DKN0bN1,1975,,,,set19,Francesca Moro & Yunus Sulistyono
set20-DKN0bN0,set20-F,DKN0bN0,1980,,,,set20,Arun Ghosh
set20-DKN0bN1,set20-F,DKN0bN1,2020,,,,set20,Arun Ghosh
set21-DKN0bN0,set21-F,DKN0bN0,1500,,,,set21,Georg Ziegelmeyer
set21-DKN0bN1,set21-F,DKN0bN1,1950,,,,set21,Georg Ziegelmeyer
set22-DKN0bN0,set22-F,DKN0bN0,1990,,,,set22,Elizabeth Hall
set22-DKN0bN1,set22-F,DKN0bN1,2020,,,,set22,Elizabeth Hall
set23-DKN0bN0,set23-F,DKN0bN0,1949,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set23-DKN0bN1,set23-F,DKN0bN1,2020,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DKN0bN0,set24-F,DKN0bN0,1994,,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set24-DKN0bN1,set24-F,DKN0bN1,2020,,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DKN0bN0,set25-F,DKN0bN0,1900,,,,set25,María Belén Carpio & Marcela Mendoza
set25-DKN0bN1,set25-F,DKN0bN1,2000,,,,set25,María Belén Carpio & Marcela Mendoza
set27-DKN0bN0,set27-F,DKN0bN0,1900,,,,set27,Dineke Schokkin
set27-DKN0bN1,set27-F,DKN0bN1,2020,,,,set27,Dineke Schokkin
set30-DKN0bN0,set30-F,DKN0bN0,1650,,,,set30,Richard Kowalik
set30-DKN0bN1,set30-F,DKN0bN1,2020,,,,set30,Richard Kowalik
set32-DKN0bN0,set32-F,DKN0bN0,1850,,,,set32,Hannah Haynie
set32-DKN0bN1,set32-F,DKN0bN1,1900,,,,set32,Hannah Haynie
set34-DKN0bN0,set34-F,DKN0bN0,1400,,,,set34,Erika Sandman
set34-DKN0bN1,set34-F,DKN0bN1,1600,,,,set34,Erika Sandman
set01-DKN10,set01-F,DKN10,?,,,,set01,Hank Nater
set02-DKN10,set02-F,DKN10,Interactions are rarely under 5 people,DKN10-4,,,set02,Mathias Jenny
set03-DKN10,set03-F,DKN10,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DKN10,set04-F,DKN10,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DKN10,set05-F,DKN10,Interactions are practically never under 5 people,DKN10-5,,,set05,Ellen Smith-Dennis
set06a-DKN10,set06a-F,DKN10,Interactions are practically always under 5 people,DKN10-1,"On specific topics or projects they interact in very small groups, and mostly on an individual basis. Invitations to deliver lectures, in both directions, is always on an individual basis.",,set06a,Joseph M Brincat
set07-DKN10,set07-F,DKN10,Interactions are practically never under 5 people,DKN10-5,,,set07,Admire Phiri
set08-DKN10,set08-F,DKN10,?,,,,set08,Ross Bowden
set09-DKN10,set09-F,DKN10,Interactions are practically never under 5 people,DKN10-5,"Classes tend to be large, even at the university level.",,set09,Lameen Souag
set10-DKN10,set10-F,DKN10,Interactions are practically never under 5 people,DKN10-5,The typical interactions are between a Neighbour speaking teacher and Focus pupils or between pupils of different ethnic background in urban settings.,,set10,Anonymous
set11-DKN10,set11-F,DKN10,?,,,,set11,Alexander Cobbinah
set12-DKN10,set12-F,DKN10,Interactions are practically always under 5 people,DKN10-1,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DKN10,set13-F,DKN10,?,,,,set13,Jerry K. Jacka
set14-DKN10,set14-F,DKN10,?,,,,set14,Ana María Ospina Bozzi
set15-DKN10,set15-F,DKN10,Interactions are practically never under 5 people,DKN10-5,Traditional religious festivities would involve hundreds of participants.,,set15,Bruno Olsson
set16-DKN10,set16-F,DKN10,?,,,,set16,Katja Hannß
set17-DKN10,set17-F,DKN10,Interactions are rarely under 5 people,DKN10-4,,,set17,Rosnátaly Avelino
set18-DKN10,set18-F,DKN10,Interactions are rarely under 5 people,DKN10-4,Only planning activities might bring together a group of less 5 people.,,set18,Ruth Singer
set19-DKN10,set19-F,DKN10,Interactions are practically never under 5 people,DKN10-5,,,set19,Francesca Moro & Yunus Sulistyono
set20-DKN10,set20-F,DKN10,Interactions are  often under 5 people,DKN10-2,,,set20,Arun Ghosh
set21-DKN10,set21-F,DKN10,Interactions are sometimes under 5 people,DKN10-3,,,set21,Georg Ziegelmeyer
set22-DKN10,set22-F,DKN10,B,DKN10-B,,,set22,Elizabeth Hall
set23-DKN10,set23-F,DKN10,Interactions are sometimes under 5 people,DKN10-3,"The supposed interaction is among children outside classes as well as between teachers and certain pupils, therefore both individual and group interactions take place, often simultaneously",,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DKN10,set24-F,DKN10,Interactions are practically never under 5 people,DKN10-5,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DKN10,set25-F,DKN10,Interactions are rarely under 5 people,DKN10-4,,,set25,María Belén Carpio & Marcela Mendoza
set27-DKN10,set27-F,DKN10,Interactions are practically never under 5 people,DKN10-5,,,set27,Dineke Schokkin
set28-DKN10,set28-F,DKN10,?,,,,set28,Eri Kashima & Dineke Schokkin
set29-DKN10,set29-F,DKN10,?,,,,set29,Jill Vaughan
set30-DKN10,set30-F,DKN10,Interactions are rarely under 5 people,DKN10-4,"SB: Sweden, Sami Schools: Schoolmaster’s teaching duty restricted to six students at a time (Kortekangas & al. 2019, p.15). ",,set30,Sacha Beck & Richard Kowalik
set31-DKN10,set31-F,DKN10,?,,,,set31,Sonal Kulkarni-Joshi
set32-DKN10,set32-F,DKN10,Interactions are rarely under 5 people,DKN10-4,"Both large gatherings and visits between families are likely to have involved more than 5 people. Descriptions of knowledge transfer also mention more informal learning of narratives and formulas that are more likely to have occurred in interactions among fewer than 5 people. The ""rarely"" category above is a best estimate based on limited information.",,set32,Hannah Haynie
set33-DKN10,set33-F,DKN10,?,,,,set33,Anna Berge
set34-DKN10,set34-F,DKN10,Interactions are rarely under 5 people,DKN10-4,"[Likely in big gathers. Engaging in debates was one mode of religious dialogue. Monastary life even today are quite communal, while of course there are some asetics who live in total isolation.]",,set34,Erika Sandman
set01-DKN11,set01-F,DKN11,?,,,,set01,Hank Nater
set02-DKN11,set02-F,DKN11,Proximate to each other,DKN11-2,,,set02,Mathias Jenny
set03-DKN11,set03-F,DKN11,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DKN11,set04-F,DKN11,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DKN11,set05-F,DKN11,Proximate to each other,DKN11-2,,,set05,Ellen Smith-Dennis
set06a-DKN11,set06a-F,DKN11,Proximate to each other,DKN11-2,"Distance is 93km, 20-minute flights are frequent, 4-hr trips by catamaran are even more frequent, so that it is easier for acaDEMEics to cross over than in the past, but contacts between the Maltese and Sicilians in the knowledge domain is absorbed in a very wide net, comprising the UK, Italy, Belgium, Germany, France and other EU countries. Statistics and personal attitudes do not distinguish between Sicilians and Italians, and other foreigners.",,set06a,Joseph M Brincat
set07-DKN11,set07-F,DKN11,Very proximate to each other,DKN11-1,,,set07,Admire Phiri
set08-DKN11,set08-F,DKN11,?,,,,set08,Ross Bowden
set09-DKN11,set09-F,DKN11,Proximate to each other,DKN11-2,"At primary and secondary level, the school is in walking distance of home. At higher levels, ""very far from each other"" is a better fit.",,set09,Lameen Souag
set10-DKN11,set10-F,DKN11,Proximate to each other,DKN11-2,,,set10,Anonymous
set11-DKN11,set11-F,DKN11,?,,,,set11,Alexander Cobbinah
set12-DKN11,set12-F,DKN11,Proximate to each other,DKN11-2,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DKN11,set13-F,DKN11,?,,,,set13,Jerry K. Jacka
set14-DKN11,set14-F,DKN11,?,,,,set14,Ana María Ospina Bozzi
set15-DKN11,set15-F,DKN11,Proximate to each other,DKN11-2,,,set15,Bruno Olsson
set16-DKN11,set16-F,DKN11,?,,,,set16,Katja Hannß
set17-DKN11,set17-F,DKN11,Very proximate to each other,DKN11-1,,,set17,Rosnátaly Avelino
set18-DKN11,set18-F,DKN11,Somewhat proximate to each other,DKN11-3,"Some might sit closer together and others might stay apart due to kinship avoidance rules, or because their families do not get along.",,set18,Ruth Singer
set19-DKN11,set19-F,DKN11,Far from each other,DKN11-4,"In the past Adang villages were only in the mountains, so it took a while to reach them from the coast. But nowadays some Adang hamlets have been moved to the coast, and there is a road, so it is easier to reach each other.",,set19,Francesca Moro & Yunus Sulistyono
set20-DKN11,set20-F,DKN11,Proximate to each other,DKN11-2,"Some effort is needed to reach out to the Santali students, especially the girls/ female student, as they like to maintain proximity among themselves (the Santali students).",,set20,Arun Ghosh
set21-DKN11,set21-F,DKN11,Very proximate to each other,DKN11-1,,,set21,Georg Ziegelmeyer
set22-DKN11,set22-F,DKN11,Somewhat proximate to each other,DKN11-3,"Interaction in school occurs in the towns, so the children have to travel there, but it is a boarding situation. They might interact either in a classroom situation or in the boarding situation.",,set22,Elizabeth Hall
set23-DKN11,set23-F,DKN11,Proximate to each other,DKN11-2,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DKN11,set24-F,DKN11,Proximate to each other,DKN11-2,"Except for higher education, in which case Toba students must travel (less than a one-day trip) by means of an alternation system (they might stay there for a period of three weeks and go back for another week).",,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DKN11,set25-F,DKN11,Somewhat proximate to each other,DKN11-3,,,set25,María Belén Carpio & Marcela Mendoza
set27-DKN11,set27-F,DKN11,Somewhat proximate to each other,DKN11-3,"The contact in this section is e.g. in a church or education setting away from Baluan Island, which means there can be a fair bit of travel involved.",,set27,Dineke Schokkin
set28-DKN11,set28-F,DKN11,?,,,,set28,Eri Kashima & Dineke Schokkin
set29-DKN11,set29-F,DKN11,?,,,,set29,Jill Vaughan
set30-DKN11,set30-F,DKN11,Proximate to each other,DKN11-2,"SB: Latter half of the 18th century, Swedish settlers start moving in large groups into the Sapmi area (Lindmark, 2014). By 1750 there were less than 80 settlements in the Swedish part of Sápmi, a number that had increased to 343 by the end of the century (Lindmark 1998, p.70). In 1740, the recruitment policy for ministers changed. The Sons of Swedish ministers were seen as perfect candidates as they were bilingual. This new policy created a corps of large bilingual clerical families that frequently intermarried.",,set30,Sacha Beck & Richard Kowalik
set31-DKN11,set31-F,DKN11,?,,,,set31,Sonal Kulkarni-Joshi
set32-DKN11,set32-F,DKN11,Somewhat proximate to each other,DKN11-3,"As described in other sections of the questionnaire, the proximity between individuals in these communities is highly variable, and on average requires some planning and effort.",,set32,Hannah Haynie
set33-DKN11,set33-F,DKN11,?,,,,set33,Anna Berge
set34-DKN11,set34-F,DKN11,Very proximate to each other,DKN11-1,[Religious professionals lived together. (Even lay people live quite close to one another!)],,set34,Erika Sandman
set01-DKN12,set01-F,DKN12,?,,,,set01,Hank Nater
set02-DKN12,set02-F,DKN12,Friendly,DKN12-1,,,set02,Mathias Jenny
set03-DKN12,set03-F,DKN12,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DKN12,set04-F,DKN12,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DKN12,set05-F,DKN12,Friendly,DKN12-1,,,set05,Ellen Smith-Dennis
set06a-DKN12,set06a-F,DKN12,Friendly,DKN12-1,,,set06a,Joseph M Brincat
set07-DKN12,set07-F,DKN12,Neutral,DKN12-3,,,set07,Admire Phiri
set08-DKN12,set08-F,DKN12,?,,,,set08,Ross Bowden
set09-DKN12,set09-F,DKN12,Friendly,DKN12-1,,,set09,Lameen Souag
set10-DKN12,set10-F,DKN12,Neutral,DKN12-3,Neighbour is used as a medium of instruction in government-held areas and this is not seriously questioned by most people.,,set10,Anonymous
set11-DKN12,set11-F,DKN12,?,,,,set11,Alexander Cobbinah
set12-DKN12,set12-F,DKN12,Neutral,DKN12-3,neutral,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
